neighbourhood_group,room_type,minimum_nights,amenity_score,number_of_reviews,availability_365,price_class
Queens,Entire home/apt,1.0,35.9,18.0,173.0,1
Manhattan,Entire home/apt,30.0,85.9,0.0,336.0,2
Manhattan,Private room,2.0,39.4,53.0,0.0,1
Brooklyn,Entire home/apt,3.0,77.1,52.0,37.0,2
Manhattan,Entire home/apt,1.0,69.9,24.0,352.0,2
Manhattan,Entire home/apt,28.0,87.9,2.0,365.0,2
Bronx,Entire home/apt,1.0,46.8,2.0,40.0,1
Brooklyn,Entire home/apt,4.0,72.9,6.0,10.0,2
,Entire home/apt,,64.1,10.0,0.0,2
Brooklyn,Private room,3.0,32.7,17.0,0.0,0
Manhattan,Entire home/apt,2.0,77.5,1.0,365.0,2
Manhattan,Private room,1.0,80.7,0.0,365.0,2
,Shared room,1.0,30.6,0.0,350.0,1
Manhattan,Entire home/apt,30.0,79.5,0.0,365.0,2
Manhattan,Shared room,2.0,32.0,3.0,324.0,0
Queens,Entire home/apt,7.0,69.1,38.0,365.0,2
Staten Island,Entire home/apt,1.0,47.9,0.0,0.0,1
Brooklyn,,3.0,10.6,9.0,80.0,0
Manhattan,Entire home/apt,3.0,86.3,9.0,19.0,2
Manhattan,Private room,,67.6,1.0,0.0,1
Manhattan,Entire home/apt,3.0,82.1,15.0,0.0,3
Brooklyn,Entire home/apt,30.0,67.5,0.0,,2
Queens,Private room,7.0,26.5,30.0,115.0,0
Brooklyn,Private room,2.0,10.7,4.0,4.0,0
,Shared room,30.0,22.1,0.0,365.0,0
,Entire home/apt,7.0,51.3,,204.0,1
Brooklyn,Private room,30.0,40.8,25.0,342.0,1
Brooklyn,Entire home/apt,30.0,28.5,0.0,0.0,1
Manhattan,Private room,3.0,11.3,6.0,0.0,0
Queens,,2.0,,41.0,154.0,0
Brooklyn,Private room,2.0,44.7,2.0,0.0,1
Brooklyn,Entire home/apt,4.0,57.9,8.0,0.0,1
Manhattan,Private room,2.0,50.4,0.0,0.0,1
Manhattan,Entire home/apt,5.0,59.9,2.0,0.0,1
Brooklyn,Private room,31.0,32.1,0.0,365.0,0
Staten Island,Entire home/apt,1.0,51.4,1.0,363.0,1
Manhattan,Private room,1.0,84.1,2.0,0.0,2
Brooklyn,Entire home/apt,2.0,70.2,24.0,365.0,2
Queens,Entire home/apt,14.0,45.8,0.0,0.0,1
Brooklyn,Entire home/apt,30.0,38.1,1.0,347.0,1
Brooklyn,Entire home/apt,2.0,66.7,177.0,235.0,2
Manhattan,Private room,1.0,61.8,10.0,0.0,1
Queens,Entire home/apt,1.0,61.6,0.0,83.0,2
,Entire home/apt,2.0,87.6,9.0,154.0,2
Brooklyn,Private room,2.0,46.5,0.0,305.0,1
Manhattan,Entire home/apt,1.0,73.6,13.0,61.0,2
Manhattan,Entire home/apt,30.0,67.2,1.0,116.0,2
Manhattan,Entire home/apt,2.0,59.2,142.0,339.0,2
Brooklyn,Entire home/apt,1.0,76.2,63.0,0.0,2
Manhattan,,,41.4,0.0,0.0,1
Manhattan,Entire home/apt,30.0,82.7,3.0,264.0,2
Brooklyn,Private room,2.0,47.6,26.0,84.0,1
Manhattan,Private room,1.0,,61.0,316.0,1
Manhattan,Entire home/apt,3.0,44.1,99.0,45.0,1
Manhattan,Entire home/apt,30.0,55.5,12.0,0.0,2
Brooklyn,Private room,10.0,38.8,2.0,3.0,1
Manhattan,,30.0,82.6,0.0,180.0,2
Manhattan,Entire home/apt,2.0,64.2,30.0,189.0,2
Queens,Entire home/apt,,64.2,4.0,0.0,1
Brooklyn,Entire home/apt,4.0,54.4,1.0,14.0,1
Brooklyn,Entire home/apt,,59.0,4.0,0.0,1
Brooklyn,Entire home/apt,2.0,48.3,114.0,235.0,1
Brooklyn,Entire home/apt,2.0,90.3,166.0,215.0,3
Brooklyn,Private room,1.0,28.3,0.0,0.0,1
Manhattan,Entire home/apt,5.0,87.1,0.0,298.0,3
Manhattan,Entire home/apt,5.0,91.4,1.0,163.0,3
Brooklyn,Entire home/apt,10.0,59.5,0.0,34.0,1
Brooklyn,Private room,3.0,49.2,279.0,301.0,1
Manhattan,Entire home/apt,3.0,83.4,4.0,63.0,2
Brooklyn,Entire home/apt,3.0,92.0,39.0,242.0,3
Brooklyn,Entire home/apt,2.0,35.2,1.0,5.0,1
Manhattan,Entire home/apt,3.0,85.0,41.0,247.0,2
Queens,Private room,1.0,45.7,0.0,358.0,1
Manhattan,Entire home/apt,7.0,71.7,8.0,0.0,2
Manhattan,Entire home/apt,31.0,67.7,0.0,249.0,1
Brooklyn,Entire home/apt,2.0,66.9,11.0,0.0,1
Manhattan,Entire home/apt,1.0,58.2,4.0,0.0,1
,Entire home/apt,2.0,84.4,5.0,173.0,2
Manhattan,Entire home/apt,30.0,61.0,0.0,164.0,2
Manhattan,,3.0,54.6,93.0,58.0,1
Manhattan,Private room,1.0,49.2,104.0,364.0,1
Queens,Entire home/apt,2.0,67.0,0.0,364.0,2
Manhattan,Private room,7.0,22.4,0.0,0.0,0
Manhattan,Private room,1.0,59.9,11.0,250.0,2
Manhattan,Private room,4.0,46.2,2.0,0.0,1
Brooklyn,Entire home/apt,30.0,47.7,6.0,277.0,1
Manhattan,,1.0,46.4,5.0,23.0,1
Brooklyn,Entire home/apt,1.0,53.9,0.0,0.0,1
Manhattan,Private room,31.0,39.1,0.0,0.0,1
Brooklyn,Private room,2.0,36.6,75.0,23.0,1
Manhattan,Entire home/apt,1.0,,0.0,325.0,3
Manhattan,Private room,30.0,37.1,9.0,365.0,1
Manhattan,Entire home/apt,12.0,32.4,0.0,0.0,1
Brooklyn,Private room,1.0,20.1,29.0,10.0,0
Manhattan,Private room,5.0,,4.0,365.0,2
Manhattan,Entire home/apt,2.0,50.2,322.0,258.0,1
Manhattan,Private room,4.0,46.5,,0.0,1
Brooklyn,Private room,5.0,31.8,0.0,0.0,1
Manhattan,Entire home/apt,2.0,73.1,3.0,0.0,2
Queens,Shared room,4.0,18.0,1.0,365.0,0
Queens,Private room,1.0,53.3,51.0,65.0,1
Brooklyn,Private room,2.0,39.6,0.0,317.0,1
Manhattan,Entire home/apt,3.0,88.8,85.0,175.0,3
Manhattan,Entire home/apt,45.0,58.9,6.0,267.0,1
Manhattan,Private room,6.0,31.8,18.0,14.0,1
Manhattan,Entire home/apt,30.0,53.4,0.0,,1
Manhattan,Entire home/apt,5.0,81.9,1.0,0.0,3
Brooklyn,Entire home/apt,93.0,29.2,19.0,89.0,1
Brooklyn,Entire home/apt,2.0,71.9,4.0,251.0,2
Brooklyn,Entire home/apt,1.0,52.7,9.0,192.0,1
Manhattan,Entire home/apt,5.0,30.5,4.0,0.0,1
Brooklyn,Private room,4.0,25.5,3.0,0.0,0
Manhattan,Entire home/apt,150.0,37.4,4.0,338.0,1
Bronx,Private room,2.0,25.7,3.0,179.0,0
Manhattan,Entire home/apt,2.0,55.2,55.0,185.0,2
Brooklyn,Entire home/apt,90.0,54.5,0.0,89.0,1
Manhattan,Entire home/apt,1.0,58.9,168.0,347.0,2
Manhattan,Private room,2.0,45.8,2.0,0.0,1
Manhattan,Private room,4.0,47.3,117.0,162.0,1
Brooklyn,Entire home/apt,3.0,58.9,34.0,60.0,2
Manhattan,Entire home/apt,30.0,77.2,0.0,364.0,3
Manhattan,Entire home/apt,1.0,32.1,0.0,50.0,1
Brooklyn,Entire home/apt,7.0,50.7,7.0,0.0,1
Manhattan,Private room,,32.5,22.0,0.0,1
Manhattan,Entire home/apt,10.0,70.5,4.0,0.0,2
Brooklyn,Private room,1.0,39.4,,49.0,1
Queens,Entire home/apt,3.0,42.5,0.0,0.0,1
Manhattan,Entire home/apt,4.0,56.1,22.0,12.0,2
Brooklyn,Entire home/apt,7.0,64.8,5.0,0.0,1
Manhattan,Private room,1.0,32.6,2.0,0.0,1
Manhattan,Private room,4.0,37.7,0.0,0.0,1
Manhattan,Entire home/apt,,76.4,0.0,,3
Manhattan,Entire home/apt,7.0,48.1,2.0,0.0,1
Brooklyn,Private room,2.0,46.0,0.0,74.0,1
Brooklyn,Private room,2.0,46.7,21.0,175.0,1
Manhattan,Private room,90.0,46.3,0.0,365.0,1
Brooklyn,Private room,2.0,42.9,3.0,0.0,1
Manhattan,Entire home/apt,3.0,86.9,0.0,17.0,2
Manhattan,Private room,30.0,22.7,3.0,34.0,0
Manhattan,Private room,1.0,55.3,69.0,277.0,1
Brooklyn,Entire home/apt,1.0,34.7,0.0,300.0,1
Brooklyn,Private room,7.0,12.5,,53.0,0
Manhattan,Entire home/apt,2.0,67.6,6.0,11.0,2
Manhattan,Private room,4.0,81.3,0.0,0.0,3
Manhattan,Entire home/apt,1.0,67.1,15.0,0.0,2
Brooklyn,Entire home/apt,28.0,49.7,14.0,340.0,1
Manhattan,Entire home/apt,3.0,84.3,73.0,44.0,2
Manhattan,Entire home/apt,3.0,55.0,1.0,0.0,1
Manhattan,Private room,20.0,52.4,1.0,0.0,1
Queens,Entire home/apt,5.0,74.4,1.0,0.0,2
Manhattan,Entire home/apt,5.0,51.6,11.0,22.0,1
,Entire home/apt,4.0,77.9,40.0,267.0,2
Brooklyn,Entire home/apt,2.0,72.9,8.0,0.0,2
Brooklyn,Private room,2.0,48.4,6.0,0.0,1
Brooklyn,Private room,3.0,60.3,0.0,363.0,2
Queens,Private room,25.0,44.9,0.0,199.0,1
Manhattan,Private room,2.0,47.0,147.0,18.0,1
Manhattan,Entire home/apt,2.0,82.0,14.0,87.0,2
Brooklyn,Private room,30.0,15.2,86.0,326.0,0
Queens,Entire home/apt,2.0,92.0,5.0,334.0,3
Manhattan,Entire home/apt,2.0,83.4,1.0,56.0,3
Brooklyn,Entire home/apt,7.0,33.8,2.0,0.0,1
Queens,Private room,3.0,23.6,11.0,244.0,0
Brooklyn,Entire home/apt,2.0,51.3,45.0,0.0,1
Manhattan,,4.0,34.2,0.0,7.0,0
Brooklyn,Entire home/apt,2.0,48.2,2.0,6.0,1
Manhattan,Entire home/apt,3.0,75.1,12.0,0.0,3
Brooklyn,Private room,15.0,31.6,0.0,0.0,1
Brooklyn,Private room,3.0,30.1,0.0,0.0,1
Manhattan,Entire home/apt,30.0,,0.0,18.0,3
Manhattan,Entire home/apt,1.0,38.3,5.0,0.0,1
Brooklyn,Shared room,1.0,18.5,12.0,362.0,0
Brooklyn,Entire home/apt,2.0,31.1,11.0,7.0,1
Manhattan,Entire home/apt,3.0,75.3,4.0,0.0,2
Brooklyn,Entire home/apt,2.0,59.2,51.0,232.0,1
Manhattan,Private room,1.0,83.3,2.0,0.0,2
Manhattan,Private room,1.0,63.5,10.0,175.0,2
Brooklyn,Private room,2.0,39.1,39.0,76.0,1
Brooklyn,Private room,1.0,52.3,2.0,177.0,1
Brooklyn,Entire home/apt,2.0,55.1,1.0,87.0,1
Manhattan,Private room,1.0,44.5,9.0,0.0,1
Manhattan,Entire home/apt,4.0,66.3,3.0,0.0,2
Queens,Entire home/apt,7.0,30.9,53.0,10.0,0
Manhattan,Entire home/apt,10.0,85.7,17.0,94.0,2
Brooklyn,Private room,2.0,55.8,0.0,89.0,1
Brooklyn,Private room,2.0,34.5,1.0,158.0,1
Brooklyn,Private room,3.0,53.5,1.0,20.0,1
Brooklyn,Entire home/apt,3.0,47.8,3.0,0.0,1
Queens,Entire home/apt,1.0,59.7,38.0,362.0,1
Manhattan,Entire home/apt,28.0,48.1,0.0,41.0,1
Manhattan,Private room,28.0,11.9,28.0,106.0,0
Brooklyn,Entire home/apt,3.0,46.6,36.0,89.0,1
Manhattan,Entire home/apt,30.0,78.1,0.0,311.0,3
Brooklyn,Private room,2.0,13.7,112.0,27.0,0
Manhattan,Private room,4.0,,57.0,74.0,1
Brooklyn,Entire home/apt,10.0,68.6,0.0,155.0,2
Bronx,Private room,1.0,31.4,10.0,352.0,0
Manhattan,Entire home/apt,5.0,78.3,69.0,163.0,2
Manhattan,Private room,5.0,19.2,4.0,0.0,0
Brooklyn,Entire home/apt,2.0,66.6,24.0,294.0,2
Queens,Entire home/apt,2.0,58.6,6.0,141.0,1
Brooklyn,Private room,1.0,31.1,15.0,20.0,1
Brooklyn,Entire home/apt,1.0,62.1,0.0,0.0,1
Brooklyn,Private room,2.0,49.7,14.0,3.0,1
Manhattan,Entire home/apt,1.0,67.5,130.0,328.0,2
Brooklyn,Private room,1.0,13.7,5.0,351.0,0
Manhattan,Entire home/apt,3.0,83.1,8.0,23.0,2
Brooklyn,Private room,18.0,36.3,24.0,76.0,1
Manhattan,Shared room,1.0,50.1,0.0,0.0,1
Manhattan,Private room,1.0,21.8,14.0,0.0,0
Manhattan,Private room,1.0,33.1,3.0,0.0,0
Brooklyn,Private room,1.0,17.4,1.0,0.0,0
Manhattan,Private room,1.0,32.6,14.0,0.0,0
Brooklyn,Entire home/apt,5.0,29.4,1.0,0.0,1
Brooklyn,Entire home/apt,5.0,46.9,42.0,0.0,1
Brooklyn,Private room,3.0,46.9,116.0,83.0,1
Brooklyn,Entire home/apt,4.0,49.4,17.0,9.0,1
Queens,Entire home/apt,4.0,36.5,63.0,101.0,1
Manhattan,Entire home/apt,5.0,31.7,5.0,0.0,1
Brooklyn,Private room,5.0,37.0,5.0,0.0,1
Brooklyn,Entire home/apt,1.0,61.5,82.0,302.0,2
Brooklyn,Private room,1.0,71.9,1.0,351.0,2
Brooklyn,Private room,2.0,47.0,324.0,267.0,1
Manhattan,,5.0,77.0,0.0,263.0,2
Manhattan,Private room,7.0,47.6,7.0,328.0,1
Queens,Entire home/apt,5.0,71.0,14.0,143.0,2
Manhattan,Entire home/apt,4.0,71.0,216.0,55.0,2
Queens,Private room,1.0,32.1,16.0,121.0,0
Brooklyn,Private room,2.0,36.0,13.0,365.0,1
Manhattan,Entire home/apt,14.0,51.9,19.0,279.0,1
Brooklyn,Private room,30.0,62.0,13.0,37.0,1
Brooklyn,Private room,4.0,15.7,1.0,0.0,0
Manhattan,Entire home/apt,1.0,76.0,0.0,0.0,2
Brooklyn,Private room,2.0,42.4,13.0,321.0,1
Brooklyn,Private room,2.0,17.5,11.0,254.0,0
Manhattan,Private room,2.0,49.0,138.0,7.0,1
Brooklyn,Entire home/apt,5.0,36.4,11.0,0.0,1
Manhattan,Private room,3.0,67.2,34.0,3.0,1
Brooklyn,Entire home/apt,4.0,54.5,1.0,0.0,1
Manhattan,Entire home/apt,30.0,60.3,0.0,0.0,1
Manhattan,Entire home/apt,3.0,47.6,72.0,283.0,1
Manhattan,Entire home/apt,2.0,61.1,62.0,0.0,2
Manhattan,Entire home/apt,2.0,92.2,7.0,275.0,3
Manhattan,Entire home/apt,30.0,84.6,2.0,250.0,2
Queens,,1.0,59.3,1.0,0.0,2
Manhattan,Private room,2.0,30.8,1.0,0.0,1
Queens,Private room,2.0,46.7,5.0,6.0,1
Brooklyn,Entire home/apt,2.0,41.7,20.0,0.0,1
Brooklyn,Private room,5.0,51.9,0.0,0.0,1
Manhattan,Private room,30.0,29.1,2.0,188.0,1
Queens,Private room,1.0,15.3,7.0,244.0,0
Brooklyn,Entire home/apt,2.0,88.9,16.0,216.0,3
Brooklyn,,6.0,50.3,15.0,147.0,1
Manhattan,Private room,1.0,49.8,7.0,0.0,1
Manhattan,Entire home/apt,2.0,83.1,0.0,365.0,2
Manhattan,Entire home/apt,2.0,68.0,3.0,348.0,2
Bronx,Private room,7.0,19.9,2.0,90.0,0
Manhattan,Private room,1.0,77.6,1.0,0.0,2
Queens,Entire home/apt,2.0,54.7,6.0,0.0,1
Brooklyn,Private room,1.0,44.3,20.0,189.0,1
Brooklyn,,13.0,71.3,64.0,116.0,2
Manhattan,Private room,3.0,66.9,3.0,45.0,1
Brooklyn,Private room,2.0,55.3,91.0,258.0,1
Brooklyn,Entire home/apt,1.0,48.1,59.0,248.0,1
Manhattan,Entire home/apt,3.0,70.4,10.0,323.0,2
Manhattan,Private room,3.0,53.9,47.0,0.0,1
Brooklyn,Private room,2.0,61.0,1.0,87.0,1
Manhattan,Private room,14.0,49.7,2.0,36.0,1
Manhattan,Entire home/apt,1.0,64.7,14.0,158.0,2
Manhattan,Entire home/apt,29.0,67.2,0.0,331.0,2
Brooklyn,Entire home/apt,10.0,48.9,3.0,0.0,1
Manhattan,Entire home/apt,2.0,54.5,79.0,3.0,1
Manhattan,Private room,2.0,41.3,26.0,0.0,1
Queens,,2.0,10.3,21.0,0.0,0
Queens,Entire home/apt,6.0,87.0,30.0,174.0,2
Manhattan,Entire home/apt,2.0,56.4,6.0,39.0,1
Brooklyn,Private room,1.0,50.6,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,67.6,59.0,0.0,2
Manhattan,Entire home/apt,2.0,67.3,1.0,0.0,2
Brooklyn,Entire home/apt,1.0,87.3,1.0,9.0,3
Brooklyn,Private room,1.0,67.9,0.0,0.0,1
Brooklyn,Entire home/apt,1.0,65.8,124.0,359.0,2
Manhattan,Entire home/apt,2.0,91.8,40.0,285.0,3
Manhattan,Entire home/apt,4.0,60.4,2.0,0.0,2
Manhattan,Entire home/apt,1.0,64.1,0.0,0.0,2
Queens,Private room,7.0,38.1,0.0,0.0,1
Brooklyn,Entire home/apt,3.0,65.7,11.0,0.0,1
,Entire home/apt,4.0,41.6,5.0,128.0,1
Manhattan,Entire home/apt,30.0,65.3,0.0,158.0,2
Manhattan,Private room,1.0,50.1,20.0,0.0,1
Manhattan,,1.0,56.1,41.0,30.0,2
Brooklyn,Private room,1.0,30.3,18.0,29.0,1
Bronx,Shared room,1.0,10.5,9.0,0.0,0
Manhattan,Entire home/apt,4.0,88.8,8.0,42.0,3
Manhattan,Private room,3.0,85.5,0.0,160.0,3
Brooklyn,Entire home/apt,3.0,51.7,4.0,0.0,1
Manhattan,Entire home/apt,3.0,56.5,2.0,0.0,1
Brooklyn,Entire home/apt,2.0,50.1,127.0,126.0,1
Manhattan,Entire home/apt,2.0,83.5,92.0,,2
Queens,Entire home/apt,6.0,35.9,1.0,,1
Brooklyn,Private room,5.0,33.4,40.0,321.0,0
Manhattan,Entire home/apt,4.0,34.8,0.0,83.0,1
Brooklyn,Entire home/apt,31.0,87.3,0.0,358.0,3
Brooklyn,Private room,4.0,41.3,42.0,261.0,1
Queens,Private room,30.0,11.3,0.0,317.0,0
Manhattan,Shared room,1.0,10.9,1.0,30.0,0
Brooklyn,Private room,30.0,41.4,29.0,362.0,1
Queens,Entire home/apt,1.0,59.9,46.0,152.0,2
Manhattan,Entire home/apt,3.0,55.2,14.0,29.0,2
Manhattan,Private room,1.0,89.1,0.0,199.0,3
Manhattan,Private room,10.0,,0.0,2.0,1
Brooklyn,Private room,3.0,19.9,34.0,0.0,0
Brooklyn,Entire home/apt,4.0,58.1,0.0,315.0,2
Queens,Private room,1.0,43.7,251.0,31.0,1
Brooklyn,Private room,2.0,47.2,1.0,0.0,1
Manhattan,Entire home/apt,10.0,60.5,9.0,19.0,1
Manhattan,Private room,3.0,38.6,4.0,0.0,1
Manhattan,Private room,2.0,31.7,0.0,40.0,1
Manhattan,Entire home/apt,1.0,56.5,1.0,1.0,1
Manhattan,Entire home/apt,5.0,92.8,108.0,318.0,3
Manhattan,Private room,11.0,91.6,0.0,0.0,3
Manhattan,Private room,1.0,33.3,26.0,0.0,1
Manhattan,Entire home/apt,2.0,47.1,23.0,0.0,1
Manhattan,Entire home/apt,1.0,66.7,159.0,193.0,1
Manhattan,Entire home/apt,2.0,82.1,5.0,343.0,2
Manhattan,Private room,2.0,36.5,44.0,77.0,1
Manhattan,Private room,1.0,17.4,0.0,0.0,0
Manhattan,Entire home/apt,3.0,75.6,0.0,0.0,2
Manhattan,Private room,1.0,14.4,1.0,90.0,0
Brooklyn,,4.0,77.3,9.0,0.0,2
Bronx,Private room,3.0,47.3,0.0,364.0,1
Manhattan,Entire home/apt,4.0,74.1,28.0,4.0,2
Manhattan,Entire home/apt,1.0,55.9,10.0,280.0,2
Brooklyn,Private room,1.0,34.1,24.0,80.0,1
Manhattan,Private room,2.0,65.7,36.0,3.0,1
Queens,Shared room,31.0,23.1,5.0,6.0,0
Queens,Private room,1.0,50.0,296.0,322.0,1
Brooklyn,Private room,4.0,43.0,0.0,0.0,1
Brooklyn,Private room,4.0,33.6,0.0,0.0,0
Brooklyn,Private room,9.0,52.5,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,76.1,338.0,225.0,2
Manhattan,Entire home/apt,1.0,62.3,9.0,190.0,2
Queens,Entire home/apt,21.0,58.8,6.0,0.0,1
Manhattan,Entire home/apt,14.0,70.5,0.0,0.0,2
Brooklyn,Private room,6.0,41.5,0.0,54.0,1
Manhattan,Shared room,1.0,50.2,8.0,365.0,1
Manhattan,Shared room,1.0,32.9,2.0,363.0,1
Queens,Private room,2.0,37.0,22.0,360.0,1
Brooklyn,Entire home/apt,2.0,46.5,1.0,72.0,1
Manhattan,Private room,,70.7,0.0,0.0,2
Manhattan,Entire home/apt,1.0,65.1,0.0,0.0,2
Brooklyn,Private room,2.0,54.0,16.0,3.0,1
Queens,Entire home/apt,30.0,59.4,1.0,0.0,1
Manhattan,Private room,1.0,53.6,8.0,0.0,1
Brooklyn,Private room,3.0,47.5,46.0,86.0,1
Queens,Entire home/apt,3.0,89.5,3.0,,3
Manhattan,Private room,5.0,24.8,3.0,0.0,0
Manhattan,Entire home/apt,30.0,,0.0,329.0,2
Manhattan,Entire home/apt,31.0,57.0,96.0,,1
Manhattan,Private room,4.0,34.8,0.0,,1
Queens,Entire home/apt,2.0,68.0,17.0,56.0,1
Queens,Private room,,,0.0,279.0,1
Manhattan,Entire home/apt,5.0,60.3,0.0,0.0,2
Queens,Private room,2.0,44.8,14.0,90.0,1
Manhattan,Entire home/apt,4.0,92.2,0.0,124.0,3
Brooklyn,Private room,1.0,10.5,8.0,164.0,0
Manhattan,Entire home/apt,7.0,58.0,0.0,0.0,2
Brooklyn,Shared room,5.0,30.3,91.0,248.0,0
Queens,Private room,1.0,41.1,55.0,136.0,1
Brooklyn,Entire home/apt,28.0,48.4,101.0,167.0,1
Manhattan,Shared room,,40.6,38.0,225.0,1
Queens,Private room,1.0,16.3,38.0,359.0,0
Brooklyn,Entire home/apt,2.0,50.1,59.0,77.0,1
Manhattan,Entire home/apt,1.0,87.0,8.0,131.0,2
Brooklyn,Private room,1.0,73.3,1.0,364.0,2
Brooklyn,Entire home/apt,225.0,46.1,0.0,365.0,1
Brooklyn,Private room,1.0,54.2,5.0,37.0,1
Brooklyn,Entire home/apt,4.0,73.3,78.0,65.0,2
Manhattan,Entire home/apt,30.0,50.9,2.0,0.0,1
Manhattan,Private room,1.0,74.4,0.0,275.0,2
Manhattan,Private room,1.0,74.8,25.0,32.0,2
Manhattan,Private room,1.0,53.2,40.0,345.0,1
Brooklyn,Private room,1.0,43.3,0.0,180.0,1
Brooklyn,Private room,1.0,,2.0,0.0,0
Brooklyn,Private room,5.0,38.8,0.0,0.0,1
Manhattan,Entire home/apt,30.0,87.8,0.0,327.0,3
Brooklyn,Entire home/apt,3.0,65.9,6.0,0.0,2
Brooklyn,Private room,2.0,28.6,37.0,90.0,1
Brooklyn,Private room,30.0,50.0,3.0,189.0,1
Manhattan,Entire home/apt,7.0,31.1,0.0,,1
Brooklyn,Entire home/apt,7.0,75.7,0.0,31.0,2
Manhattan,Private room,2.0,58.3,3.0,0.0,1
Brooklyn,,5.0,71.2,2.0,0.0,2
Brooklyn,Entire home/apt,3.0,39.1,4.0,358.0,1
Manhattan,Entire home/apt,5.0,89.7,5.0,0.0,3
Manhattan,Entire home/apt,2.0,68.0,8.0,0.0,2
Manhattan,Entire home/apt,30.0,60.0,1.0,0.0,1
Manhattan,Entire home/apt,2.0,64.0,9.0,2.0,1
Brooklyn,Entire home/apt,3.0,85.5,5.0,365.0,2
Manhattan,Entire home/apt,5.0,86.6,1.0,0.0,3
Brooklyn,Private room,1.0,36.4,17.0,0.0,1
Manhattan,Private room,2.0,48.8,12.0,197.0,1
Manhattan,Private room,2.0,37.3,29.0,3.0,1
Manhattan,Entire home/apt,4.0,77.4,72.0,122.0,2
Manhattan,Private room,2.0,78.9,5.0,0.0,3
Bronx,Entire home/apt,1.0,76.9,19.0,332.0,2
Queens,Entire home/apt,1.0,85.6,14.0,240.0,2
Brooklyn,Shared room,30.0,10.8,4.0,365.0,0
Brooklyn,Entire home/apt,2.0,67.9,20.0,357.0,2
Manhattan,Private room,4.0,49.3,25.0,38.0,1
Manhattan,Private room,3.0,34.6,11.0,116.0,1
Manhattan,Private room,1.0,42.1,2.0,356.0,1
Manhattan,Entire home/apt,2.0,64.3,53.0,0.0,2
Brooklyn,Entire home/apt,3.0,49.5,12.0,0.0,1
Queens,Private room,1.0,44.6,5.0,281.0,1
Manhattan,Entire home/apt,30.0,67.9,0.0,343.0,1
Queens,Entire home/apt,2.0,73.4,1.0,,2
Manhattan,Private room,4.0,42.9,7.0,0.0,1
Manhattan,Entire home/apt,3.0,62.5,3.0,0.0,2
Manhattan,Private room,3.0,51.7,0.0,0.0,1
Manhattan,Entire home/apt,1.0,74.9,6.0,215.0,2
Brooklyn,Entire home/apt,2.0,32.8,0.0,0.0,1
Brooklyn,Private room,1.0,32.5,1.0,0.0,0
Queens,Entire home/apt,2.0,32.1,83.0,288.0,1
Brooklyn,Entire home/apt,3.0,67.2,9.0,0.0,2
Brooklyn,Entire home/apt,4.0,60.0,25.0,324.0,1
Queens,Private room,30.0,19.6,2.0,233.0,0
Queens,Entire home/apt,,42.3,7.0,345.0,1
Queens,Private room,2.0,45.6,1.0,35.0,1
Brooklyn,Private room,2.0,11.3,47.0,10.0,0
Manhattan,Private room,2.0,51.7,27.0,63.0,1
Brooklyn,Private room,1.0,21.5,0.0,0.0,0
Brooklyn,Private room,1.0,35.2,2.0,125.0,1
Manhattan,Entire home/apt,4.0,46.1,13.0,42.0,1
Brooklyn,Private room,10.0,30.3,0.0,0.0,1
Manhattan,Entire home/apt,3.0,73.4,10.0,340.0,2
Queens,Private room,1.0,32.8,3.0,20.0,0
Manhattan,Private room,3.0,48.5,14.0,36.0,1
Manhattan,Entire home/apt,3.0,60.7,19.0,0.0,2
Queens,Private room,4.0,45.6,3.0,69.0,1
Manhattan,Entire home/apt,5.0,86.9,0.0,0.0,2
Brooklyn,,3.0,51.9,15.0,254.0,1
Queens,Private room,1.0,31.4,24.0,351.0,0
Manhattan,Private room,5.0,41.7,66.0,242.0,1
Brooklyn,Private room,4.0,53.8,,29.0,1
Bronx,Shared room,7.0,31.7,10.0,365.0,1
Bronx,Entire home/apt,90.0,54.3,2.0,223.0,1
Brooklyn,Private room,1.0,21.0,1.0,0.0,0
Manhattan,Entire home/apt,30.0,76.9,38.0,170.0,2
,Entire home/apt,14.0,40.4,8.0,69.0,1
Brooklyn,Private room,3.0,23.3,15.0,0.0,0
Brooklyn,Entire home/apt,2.0,96.3,0.0,313.0,3
,Entire home/apt,2.0,71.6,0.0,0.0,2
Brooklyn,Shared room,3.0,25.5,27.0,84.0,0
Manhattan,Entire home/apt,1.0,54.6,2.0,46.0,1
Manhattan,Entire home/apt,30.0,73.2,0.0,365.0,2
Manhattan,Private room,3.0,33.7,23.0,70.0,0
Manhattan,Entire home/apt,180.0,75.2,5.0,180.0,3
Manhattan,Private room,2.0,43.9,17.0,0.0,1
Brooklyn,Private room,30.0,31.6,0.0,342.0,0
Brooklyn,Private room,4.0,45.6,0.0,0.0,1
Manhattan,Entire home/apt,2.0,63.4,3.0,300.0,1
Queens,Private room,1.0,,,23.0,0
Manhattan,Entire home/apt,3.0,95.5,10.0,310.0,3
Brooklyn,Private room,1.0,27.9,3.0,342.0,0
Brooklyn,Entire home/apt,,77.2,,0.0,2
Brooklyn,Entire home/apt,7.0,51.3,69.0,0.0,1
Brooklyn,Private room,10.0,30.4,25.0,29.0,0
Brooklyn,Entire home/apt,3.0,86.2,33.0,178.0,3
